,rho,beta&a&b,phi,sigma,Ifit,nRuns,region,IUQ
17-28,0.99,"[ 2.56847909e+02  1.77049763e+00 -3.96947871e-01 -1.90174113e+01
  1.48098399e+00 -2.94287527e-01 -4.45829340e+00  1.45170269e-01
  1.22417383e-01]",0.4801436688832824,1.7948632179490127,1.539589270373527,17,RAR,1.3301320439621822
17-29,0.0099999999999999,"[ 2.72347942e+02  5.72021369e-01  6.50258465e-01 -2.07953365e+01
 -1.98513366e-01 -4.19765466e-01 -1.45365279e-01 -5.33375922e-01
 -4.41492356e-01]",0.3231770943086038,2.5718859783813737,1.0646208479978168,17,WSB,1.1633955597778998
17-30,0.8733400817157112,"[ 2.66302283e+02  5.19541618e-01  6.27241505e-01 -2.32255418e+01
 -8.21397357e-01 -5.71885638e-01  4.04657161e-01  5.46849005e-01
 -2.01714150e-01]",0.3070604877738036,1.902486049060548,1.0616029909398683,17,ESB,1.1641333178340032
17-31,0.0925004140179415,"[ 2.66648958e+02  8.36517735e-01  4.24779308e-01 -1.45611071e+01
  3.69892514e-01  1.33839680e-01 -3.16169250e+00  7.06027152e-01
 -1.16593159e-01]",0.4618421980898782,1.0707038697287143,1.2868807990242352,17,RFE,1.184932834099484
17-32,0.99,"[ 2.87440770e+02  9.27491476e-01 -2.88401160e-02 -1.50226899e+01
 -6.85094362e-02 -1.64154985e-01 -8.20165245e-01  4.67092238e-01
  5.12089737e-03]",0.2933803456479437,1.0722070899902585,1.0486211333856768,17,WCA,1.0559569150548371
17-33,0.0099999999999999,"[ 2.77749227e+02  7.93545985e-01  2.21277722e-01 -1.93941185e+01
 -1.59303449e+00 -4.36857562e-01  6.17571326e-01  5.64244036e-01
 -3.98948755e-01]",0.2942234806503678,1.3862064455882297,1.0772304271186348,17,ECA,1.1077054541449012
17-34,0.6580272860175119,"[ 2.68204064e+02  4.38360074e-01  5.53720972e-01 -1.40475841e+01
 -1.86104349e+00 -2.03581991e-02 -3.92174095e-01  9.04819904e-01
  1.21268904e-01]",0.3863300449749353,1.2762613199665924,1.1124780545182855,17,TIB,1.1506998558535453
17-35,0.7377888696777373,"[ 2.86766942e+02  3.38671366e-01  4.41354531e-01 -8.53508806e+00
 -6.46909885e-01 -3.22434214e-02 -2.15116521e+00  4.42895479e-01
 -1.46039586e-01]",0.3947274567187638,0.5118607970852574,1.0672172928724344,17,EAS,1.0522778699862299
17-36,0.99,"[ 2.97475949e+02  8.66872387e-01 -3.75495522e-02 -8.41560360e+00
 -1.44396627e+00 -2.22836521e-01  1.08708470e-02 -3.09880148e-01
  4.82857107e-01]",0.4955162865162543,0.913874725326546,1.0734807942412212,17,ARP,1.0990701241234917
17-37,0.727617993438768,"[ 2.96353412e+02  1.78236059e-01  5.62123970e-01 -5.18045731e+00
 -2.01996320e+00  2.20823116e-02  1.56690485e+00 -3.55516735e-01
  1.19730757e-01]",0.4074597663567534,0.6223645360730515,1.110081972193848,17,SAS,1.0774382488976677
17-38,0.8197630795975036,"[ 2.99139165e+02  9.57078428e-02  4.47450894e-01 -5.11981243e-01
 -2.00141351e-01  5.84094596e-03  1.33329127e-01 -3.76372151e-01
 -1.44413992e-02]",0.8669930284461961,0.1689384157452504,1.0541921335516615,17,SEA,1.0723149397341185
17-39,0.8414981421001592,"[ 2.99058210e+02  1.70369523e-01  4.03893934e-01  1.96736666e+00
 -7.24330138e-01  6.24720004e-02  2.12272089e-01 -1.65561030e-01
 -4.06479343e-02]",0.6694986324417997,0.339731966653481,1.0643615539970666,17,NAU,1.0675557217094787
17-40,0.99,"[ 2.95778956e+02  6.66764745e-01  2.43180222e-01  6.93556967e+00
 -1.51937591e+00 -7.34875457e-02 -5.73095664e-01  3.20598397e-01
 -6.65163407e-02]",0.5044713085575552,1.058872936077805,1.0423770219171642,17,CAU,1.0509556676317302
17-41,0.8116951649179579,"[ 2.92294747e+02  9.63758494e-02  6.16314064e-01  5.17765723e+00
 -8.10680293e-01 -3.32472711e-02  3.67508232e-01  3.17276418e-01
  9.12432214e-02]",0.6006939140964929,0.7077909591724649,1.0416193018098003,17,EAU,1.0315782171940155
17-42,0.958261639602114,"[ 2.87945243e+02 -5.42155503e-03  7.43459156e-01  3.69022650e+00
  3.66449361e-02 -1.36194995e-02  1.43288807e+00  2.17877873e-01
  2.40036292e-02]",0.5998472789808845,0.3272953165282853,1.0607284821644667,17,SAU,1.016272469625885
17-43,0.9667278818349454,"[2.87565426e+02 1.08802157e-01 5.99731766e-01 2.44406492e+00
 1.72847818e-01 2.97191949e-02 2.19809852e+00 2.76368869e-01
 1.54103443e-02]",0.7080052960525703,0.2498397825568649,1.049207994318745,17,NZ,1.0151118039708324
17-44,0.9832695252737134,"[ 2.37594047e+02  1.20297644e-01  1.36980310e+00  1.22733232e+01
  3.08608040e+00  1.99107903e-01  1.27423330e-01 -1.64409041e+00
 -3.65627013e-01]",0.2828475216693053,1.0321300155931408,1.1404758787039613,17,EAN,1.0716811216328788
17-45,0.9430296242472582,"[ 2.50679635e+02 -7.97666357e-01  1.94649532e+00  1.02947417e+01
  2.30060777e+00 -7.50745785e-02  9.26778634e-01 -1.04688566e+00
 -2.23528030e-01]",0.3255941266679588,1.5700453359535442,1.1347537923677598,17,WAN,1.1153064530073695
17-46,0.5149203348777022,"[254.1431767    2.83251124  -0.58045638  -9.4216421    0.5451454
   0.52232529  -5.78194221  -1.39941086   0.3689191 ]",0.767148054359391,1.956470961401522,4.788699805941609,17,ARO,2.5299324791463595
17-47,0.7544489566453895,"[ 2.92885983e+02  2.66817333e-01  3.10996750e-01 -1.66700348e+00
 -5.47330145e-02  6.83728324e-03 -2.23000781e+00  2.03053077e-01
  1.71694597e-02]",0.8803814537143085,0.0869443910261118,1.1670110319784304,17,NPO,1.0581383881160218
17-48,0.897390193578081,"[ 2.99430132e+02 -1.08336829e-02  5.46487241e-01 -1.20167733e-01
 -3.14654546e-03  1.39002894e-02  7.37315632e-01 -2.11917010e-01
 -2.47600689e-03]",0.978424579733255,0.145805739369377,1.0573455833489758,17,EPO,1.0900212862764571
17-49,0.9636586914208414,"[ 2.91996858e+02  4.26956810e-02  4.68822962e-01  1.59748080e+00
  6.03965738e-02  8.43391957e-03  1.78949130e+00  1.19674250e-01
 -8.85035474e-03]",0.780471023700861,0.0731162763588572,1.0837282435282836,17,SPO,1.013722644039455
17-50,0.8651463244719424,"[ 2.92689252e+02  2.35285901e-01  1.71458299e-01 -1.69916646e+00
  1.42035220e-02 -1.57122260e-02 -2.17487097e+00  2.95147995e-01
 -1.83263648e-02]",0.8650879010759922,0.1016182514602036,1.2112812244520397,17,NAO,1.078777698385129
17-51,0.8513812524711063,"[ 2.98839047e+02  9.94679050e-02  4.07234909e-01  6.32431722e-01
 -1.62703726e-01 -3.32619868e-02  1.26380066e+00 -2.89404301e-01
  6.37562129e-02]",0.8621955768664665,0.1279724920420199,1.0704554218456364,17,EAO,1.0246103367541313
17-52,0.9473877580426094,"[ 2.91710271e+02  1.61755910e-02  4.85906096e-01  1.74330535e+00
  6.10753371e-02 -1.03703719e-03  2.19126307e+00  2.18044847e-01
 -5.23152581e-04]",0.7914965341984558,0.1047512445447715,1.0956412755557636,17,SAO,1.0163394489281037
17-53,0.8627987587160431,"[ 2.98961949e+02  1.94064310e-01  3.70997860e-01 -7.55417082e-01
 -4.75115237e-01 -2.72162563e-02 -6.81762232e-02 -8.11556052e-01
  9.30649903e-02]",0.8142442350137531,0.2369738726833172,1.0640113072434212,17,ARS,1.0598710228662616
17-54,0.914630886397934,"[ 2.99935362e+02  1.73685816e-01  3.65641939e-01 -1.04091773e+00
 -3.79842737e-01 -5.34187993e-02 -7.25296644e-02 -5.65685518e-01
  6.25292480e-04]",0.768463459234182,0.2393419561095726,1.067557989482044,17,BOB,1.0306900262938032
17-55,0.0099999999999999,"[ 3.00070512e+02  1.13124736e-01  4.07786674e-01 -6.52436316e-02
 -1.89877385e-01  5.21731295e-02  5.40692306e-01 -4.25921771e-01
 -5.18297252e-02]",0.8390105608762641,0.1955495572426998,1.08212716881404,17,EIO,1.1047105358791738
17-56,0.9207038089161488,"[ 2.94967789e+02  5.33814827e-02  4.53294379e-01  1.36437177e+00
  2.53765996e-03  1.05509046e-02  1.72200281e+00 -1.48151108e-02
 -1.33541372e-02]",0.8681547286624716,0.1026955388768775,1.057887764344195,17,SIO,1.0161386748285537
17-57,0.9634712223708176,"[ 2.76574246e+02 -2.14353239e-02  6.96446686e-01  2.26354986e+00
  1.22634182e-01 -1.67754384e-02  2.10847135e+00  1.50066856e-01
  4.16388386e-02]",0.7306501974590497,0.1380342502651815,1.8239959823581149,17,SOO,1.2900399339433322
18-0,0.99,"[ 2.57399619e+02  1.53247774e+00 -1.02672844e+00 -1.06667095e+01
  1.50212980e+00  6.00236778e-02 -2.63387411e+00 -2.67211893e-01
 -8.46222939e-02]",0.399767387064069,1.2098063640037928,1.2045563148002707,18,GIC,1.1523497918294412
18-1,0.94016471707646,"[ 2.66571233e+02  8.64510012e-01  4.49792899e-01 -1.58553010e+01
  7.80962286e-01  6.95848045e-02 -1.84454173e+00  7.95573710e-03
  5.04036567e-01]",0.3708700520597353,1.7008443330238616,1.1446558132380664,18,NWN,1.163759221199017
18-2,0.8877518491542447,"[ 2.62302932e+02  7.23813206e-01  6.99464758e-01 -1.62790976e+01
 -1.45530639e-01 -1.94111175e-01 -5.10416840e+00 -7.98927651e-01
 -1.07501182e-01]",0.432279415198853,1.5122449654336627,1.4586918686273107,18,NEN,1.3214540047131804
18-3,0.99,"[ 2.80752293e+02  9.48619203e-01 -7.73104851e-02 -1.22516004e+01
  5.08785575e-01 -2.01474820e-01 -1.10022325e+00  1.26958909e+00
  9.18572354e-02]",0.3135726190301361,1.2827926364701874,1.0620327140952643,18,WNA,1.093648990102196
18-4,0.99,"[ 2.84261213e+02  9.28177443e-01 -3.26467722e-02 -1.35610969e+01
 -7.40973485e-01 -9.94496855e-02 -9.13019840e-01  1.25712833e+00
 -1.20567667e-01]",0.2709395473604307,1.5132362242055484,1.0458957733298242,18,CNA,1.0774884877405746
18-5,0.6343669205590486,"[ 2.85542495e+02  4.20902823e-01  3.75311627e-01 -9.23411072e+00
 -5.59922625e-01 -1.65917555e-01 -1.70230277e+00  2.63642816e-01
 -1.48742071e-02]",0.2152829160442897,0.9147151665835344,1.045628810106366,18,ENA,1.1197338640639904
18-6,0.8688993091163074,"[ 2.93132812e+02  3.84880080e-01  3.73230065e-01 -6.00906776e+00
 -4.15270126e-01 -1.55658424e-02 -8.89887915e-01  5.58432509e-01
  6.39122501e-02]",0.4347356474885558,0.5773679906636587,1.0626396735592205,18,NCA,1.0376915741002817
18-7,0.842058707087651,"[ 2.98479264e+02  2.19453928e-01  3.86521185e-01 -1.44756963e+00
 -3.74431492e-01  7.72022990e-03 -2.47672770e-01 -1.85298040e-01
 -5.05050098e-02]",0.7628771409493358,0.2518524984475335,1.0709263935120663,18,SCA,1.0514868244664437
18-8,0.8082373908497087,"[ 2.99120236e+02  1.66075194e-01  3.15256246e-01 -1.03637350e+00
 -1.12874756e-01  4.78832859e-04 -1.10734817e+00 -1.24361568e-01
  5.74614233e-03]",0.8906572434973801,0.111536362203322,1.0691560092409216,18,CAR,1.0402628876245479
18-9,0.8885493732093824,"[ 2.93723511e+02  1.42396323e-01  5.88846937e-01  1.95822827e-01
 -3.19565423e-01  6.62827912e-02  2.45944287e-01  2.83880983e-01
  2.77138426e-03]",0.90726921224404,0.2141069407065204,1.0642427977675613,18,NWS,1.059906647757753
18-10,0.9180027988616865,"[ 2.96660780e+02  2.23878684e-01  6.18527986e-01 -3.61727929e-01
 -7.46174501e-01  6.07703057e-02 -6.13356365e-01  4.78955285e-01
  1.17190261e-01]",0.8197284859987589,0.2858986912144234,1.153234852118366,18,NSA,1.1129212857820185
18-11,0.0099999999999999,"[ 2.97130640e+02  8.82612664e-01 -1.85561461e-01  6.13899109e-01
 -7.87032694e-01 -3.30509909e-02 -9.01112427e-01 -3.00529908e-03
  1.28387592e-01]",0.6957284050068971,0.4098732421042528,1.1979126560380464,18,NES,1.112098155834926
18-12,0.01,"[ 2.94472227e+02  9.90550834e-01 -1.03278794e-01  8.18631453e-02
 -8.19623037e-01  2.21025044e-01 -1.69871575e+00  9.11716835e-01
 -2.47113116e-02]",0.6147377398631689,0.6153967469840862,1.2479359681595,18,SAM,1.1472795663101965
18-13,0.9338178964257392,"[ 2.87254591e+02 -5.92649046e-02  7.66335442e-01  3.75070317e+00
 -2.39243880e-01 -4.89265003e-02  9.24750784e-01  2.06373241e-01
 -2.97399285e-02]",0.7264908260931782,0.3052381383961741,1.0463218257923923,18,SWS,1.0419959246246362
18-14,0.9429296189777718,"[ 2.91551992e+02  4.88906395e-02  6.97457051e-01  4.75763534e+00
 -7.22154553e-01  1.17123538e-01 -5.11813621e-02  5.86049824e-01
  2.71398616e-03]",0.3171146049019456,0.6189728541433268,1.0481589650280418,18,SES,1.0347544717113546
18-15,0.9631376472684045,"[ 2.81665081e+02 -7.28112872e-02  7.04223552e-01  4.66196693e+00
  1.69963538e-01 -1.34245486e-02  1.50919253e+00  2.94324380e-01
  3.61020798e-02]",0.4982280112190203,0.3847229194910014,1.049566163775218,18,SSA,1.0141077327946233
18-16,0.1859091417694227,"[ 2.78965065e+02  1.07622244e-01  5.24940025e-01 -7.59555898e+00
  6.81913001e-01 -1.94125534e-01 -1.67967793e+00  2.96052382e-01
  4.44224705e-03]",0.3781892445356522,0.8923151159819843,1.058911859999955,18,NEU,1.0679354032461117
18-17,0.19694674012826,"[ 2.81441818e+02  3.31121985e-02  8.25347760e-01 -1.11426009e+01
  6.79171375e-01 -1.83880856e-01 -5.56835660e-01  3.05447440e-01
 -3.61387322e-01]",0.3239190621043554,1.3824601349006476,1.095785811772126,18,WCE,1.1003065352116685
18-18,0.0671906183758738,"[277.12081933   0.49537278   0.54436331 -16.3323847    0.28717317
  -0.29320782  -0.44870508  -0.37574705  -0.37624907]",0.32017295902283,2.20041937115587,1.053718474227756,18,EEU,1.1246207059440072
18-19,0.7187724915726758,"[ 2.89701163e+02  1.78276338e-01  6.22539348e-01 -8.66127295e+00
  5.81933055e-01 -1.70781406e-01 -2.33043777e+00  8.18490442e-01
 -1.75333828e-01]",0.4686987602389971,0.5392546831105569,1.1678640770452748,18,MED,1.0759783882907774
18-20,0.8329285437388719,"[ 2.96615095e+02  3.79506268e-01  5.02405786e-01 -8.74851681e+00
 -1.56653141e+00 -2.61898874e-01  2.48801166e-01  5.57702539e-02
  3.89948027e-01]",0.4327132011295192,0.6888208174375645,1.0862830340721024,18,SAH,1.073520857504038
18-21,0.8601249309941091,"[ 2.97995787e+02  3.34554360e-01  3.47113221e-01 -3.97203570e-01
 -1.08869632e+00 -3.92971423e-01  1.63051252e+00 -2.27372475e-01
  2.33378629e-01]",0.5432693467031703,0.4388285409029464,1.1358840691692698,18,WAF,1.1212118213193187
18-22,0.8970114384299231,"[ 2.95301757e+02  1.97582660e-01  5.21705913e-01 -1.32678499e-01
 -8.22023246e-01 -2.00161124e-01  8.55058099e-01  3.40608072e-01
  6.82649737e-02]",0.5896547389157946,0.3308260025692732,1.0770035602320127,18,CAF,1.0746482664722339
18-23,0.7266637896396819,"[ 2.97159726e+02  2.17084600e-01  4.18006984e-01 -6.11032330e-01
 -9.93622694e-01 -1.80120368e-01  1.47350048e+00  5.02398113e-01
  9.28515181e-02]",0.6007664866014388,0.4647748025036609,1.0715520100671443,18,NEAF,1.0572681669261126
18-24,0.0100000581561065,"[ 2.95438599e+02  4.86176136e-01  1.34299061e-01  7.42650221e-01
 -8.90599106e-01  2.30352419e-02  3.58265632e-01  2.34200356e-01
 -8.51941859e-02]",0.8101335347837589,0.3027548432609696,1.0889848508613449,18,SEAF,1.0838404085713584
18-25,0.8941651556583847,"[ 2.92970233e+02  9.96605948e-02  6.16824757e-01  2.95317961e+00
 -1.14845809e+00  1.31520818e-01 -9.11330099e-02  2.31602560e-01
  8.40583524e-02]",0.5326065370829833,0.3674756619388137,1.0738556100238177,18,WSAF,1.052066540163375
18-26,0.7229396117215593,"[ 2.93818415e+02  2.18035028e-01  5.50651691e-01  3.09689938e+00
 -1.49921229e+00  5.43082873e-02 -5.35348089e-01  1.21299500e-01
  2.84339464e-01]",0.4757627737836465,0.500254672359709,1.1352225525873323,18,ESAF,1.0710066074992344
18-27,0.01000000660993,"[ 2.96870340e+02  2.07457124e-01  3.49183389e-01  1.96954741e+00
 -3.25267072e-01  6.86728518e-03  1.08112711e+00 -1.84627138e-01
 -4.99798561e-03]",0.742850489520639,0.2546835938398725,1.0620541611733822,18,MDG,1.0628125255117173
18-28,0.9899999935713958,"[ 2.56835756e+02  1.78896948e+00 -4.39429982e-01 -1.90119711e+01
  1.48556834e+00 -2.90203821e-01 -4.44880978e+00  1.46005883e-01
  1.17649058e-01]",0.4830916223067229,1.7947015416557657,1.539692896496636,18,RAR,1.3620629341029886
18-29,0.0099999999999999,"[ 2.72340432e+02  5.88647118e-01  6.34632445e-01 -2.07982445e+01
 -2.00312211e-01 -4.13738553e-01 -1.46972033e-01 -5.37221930e-01
 -4.52239105e-01]",0.3249013393083574,2.576390927070371,1.0646789712675826,18,WSB,1.1713950687895112
18-30,0.8728602349068902,"[ 2.66298265e+02  5.38543267e-01  6.06203426e-01 -2.32332371e+01
 -8.26207013e-01 -5.68746306e-01  4.10902429e-01  5.44769508e-01
 -2.07502812e-01]",0.3085248336059961,1.901828272297181,1.061668281228911,18,ESB,1.153793519691168
18-31,0.1111628101565619,"[ 2.66664077e+02  7.92717024e-01  4.67656379e-01 -1.45584175e+01
  3.70973001e-01  1.39306170e-01 -3.15911267e+00  7.07919663e-01
 -1.20703728e-01]",0.4635782275014073,1.0709520778940982,1.286537184894491,18,RFE,1.2020100978725434
18-32,0.99,"[ 2.87442967e+02  9.23857618e-01 -1.88652068e-02 -1.50239839e+01
 -7.16240292e-02 -1.61488610e-01 -8.20372703e-01  4.63676827e-01
  8.81567504e-04]",0.29498186002277,1.075029880460663,1.048534808338461,18,WCA,1.068204126502299
18-33,0.0099999999999999,"[ 2.77743968e+02  8.02661392e-01  2.13107170e-01 -1.93989066e+01
 -1.59488570e+00 -4.35422723e-01  6.14761486e-01  5.59448449e-01
 -4.04536120e-01]",0.2988818889324205,1.3891296355015617,1.077314325109631,18,ECA,1.1163128022243585
18-34,0.6497819597372005,"[ 2.68204263e+02  5.00676701e-01  4.88587864e-01 -1.40448603e+01
 -1.86050234e+00 -2.12939201e-02 -3.93494617e-01  9.03582629e-01
  1.21511312e-01]",0.3884735378970598,1.275264348137336,1.1124146215966173,18,TIB,1.1507258173156614
18-35,0.7376671936587615,"[ 2.86772421e+02  3.61336171e-01  4.15808097e-01 -8.53707112e+00
 -6.47241499e-01 -3.22201612e-02 -2.15306293e+00  4.40412519e-01
 -1.48014551e-01]",0.3946418708156786,0.511584683378269,1.0674358490268805,18,EAS,1.0511158105763565
18-36,0.9900000000000004,"[ 2.97479628e+02  8.60473918e-01 -1.95551793e-02 -8.41372678e+00
 -1.44551908e+00 -2.19780518e-01  7.76624686e-03 -3.09134069e-01
  4.82206102e-01]",0.4934074570803947,0.913249028351658,1.0733071127753009,18,ARP,1.1190888156993504
18-37,0.7275914811816852,"[ 2.96358363e+02  1.82378369e-01  5.56874326e-01 -5.18209238e+00
 -2.01981925e+00  1.94361418e-02  1.56436247e+00 -3.55115926e-01
  1.20360974e-01]",0.4067035134613873,0.623532108096365,1.110027382620665,18,SAS,1.0818561612713775
18-38,0.010000008593069,"[ 2.99076664e+02  2.19191504e-01  3.09217546e-01 -5.12189606e-01
 -1.99898726e-01  6.34953348e-03  1.32843161e-01 -3.76443028e-01
 -1.45709104e-02]",0.8666677534639047,0.1693596713294141,1.060034489360561,18,SEA,1.092652422055523
18-39,0.8270799484236143,"[ 2.99062520e+02  1.57203318e-01  4.14639907e-01  1.96737057e+00
 -7.24982298e-01  6.16443803e-02  2.10898033e-01 -1.65335341e-01
 -4.16734481e-02]",0.6705625559674483,0.3390753194599014,1.0642632085574368,18,NAU,1.0620736667836261
18-40,0.99,"[ 2.95797551e+02  6.47660146e-01  2.85757719e-01  6.93739262e+00
 -1.52246765e+00 -7.48370603e-02 -5.73139861e-01  3.18208914e-01
 -6.63811251e-02]",0.5051629466206841,1.0570399091006075,1.0423621231381155,18,CAU,1.0472781256291936
18-41,0.889251271543965,"[ 2.92344960e+02  1.94864856e-01  5.25410081e-01  5.17885634e+00
 -8.09308946e-01 -3.27122967e-02  3.66733986e-01  3.18492927e-01
  9.36825679e-02]",0.6019522698852624,0.7079598411547391,1.04215322607946,18,EAU,1.0344334950891003
18-42,0.9632496832229768,"[ 2.87941920e+02  2.30692014e-02  7.32864786e-01  3.69022017e+00
  3.71289023e-02 -1.27540752e-02  1.43387956e+00  2.17512937e-01
  2.50320847e-02]",0.5982915436051468,0.3271781818594927,1.0606546897735216,18,SAU,1.0388396764025694
18-43,0.9659683702111096,"[2.87570150e+02 1.05239632e-01 5.99044060e-01 2.44497320e+00
 1.73949094e-01 2.99919934e-02 2.19884043e+00 2.77069833e-01
 1.58120826e-02]",0.7088224408885835,0.2498888271222797,1.049059068021644,18,NZ,1.0421396846726532
18-44,0.9847210519282278,"[ 2.37577003e+02  1.44694928e-01  1.39258435e+00  1.22711609e+01
  3.08685739e+00  1.99890225e-01  1.23182281e-01 -1.64453434e+00
 -3.64867111e-01]",0.2834106038256953,1.0318357515363092,1.140430333132345,18,EAN,1.0675824099534486
18-45,0.9440692990917154,"[ 2.50671405e+02 -7.23737130e-01  1.86358307e+00  1.02986320e+01
  2.29389051e+00 -7.46693947e-02  9.30246649e-01 -1.03868651e+00
 -2.25338340e-01]",0.3283059849067127,1.5720306527970869,1.1345069635022098,18,WAN,1.1214006302848942
18-46,0.99,"[253.3135422    3.29869798  -2.31757914  -9.4258998    0.54658534
   0.51990252  -5.77764164  -1.39980168   0.36707766]",0.7647489691118161,1.959394789176598,4.766610233163351,18,ARO,2.538693226254849
18-47,0.746727961557834,"[ 2.92890605e+02  2.51769886e-01  3.25238978e-01 -1.66713555e+00
 -5.44065385e-02  6.85725178e-03 -2.23066227e+00  2.03201585e-01
  1.73291482e-02]",0.8815655629565855,0.0871576698909128,1.1684847060542058,18,NPO,1.0395635579625597
18-48,0.8947910768224143,"[ 2.99433161e+02 -2.42330330e-02  5.59285612e-01 -1.20070415e-01
 -3.31670665e-03  1.37998940e-02  7.37319485e-01 -2.11815211e-01
 -2.42565388e-03]",0.9783136023054252,0.1456713047006947,1.0574790225774742,18,EPO,1.0654011144401183
18-49,0.9614561193547856,"[ 2.92002194e+02  2.91986372e-02  4.77494720e-01  1.59757347e+00
  6.04042907e-02  8.56869644e-03  1.78935533e+00  1.19920208e-01
 -8.83917246e-03]",0.7807492809525549,0.0731200702276119,1.082642501142593,18,SPO,1.0425128176527834
18-50,0.8579567947030281,"[ 2.92693320e+02  2.33950374e-01  1.71224456e-01 -1.69931657e+00
  1.41046571e-02 -1.58869576e-02 -2.17469566e+00  2.95582510e-01
 -1.81257795e-02]",0.8667135177450472,0.1014735284918249,1.2132520932199358,18,NAO,1.0925946345707573
18-51,0.8570472724979902,"[ 2.98836795e+02  1.14282693e-01  3.93199657e-01  6.32865526e-01
 -1.62937981e-01 -3.30742464e-02  1.26380675e+00 -2.89555599e-01
  6.38476607e-02]",0.8609558199056702,0.1280928595205718,1.0704429936757909,18,EAO,1.011060098471212
18-52,0.9509729971147384,"[ 2.91720402e+02  1.86011582e-02  4.88957871e-01  1.74380202e+00
  6.09179398e-02 -1.22586374e-03  2.19053417e+00  2.17737506e-01
 -6.50006106e-04]",0.7929513845828194,0.1049079209603666,1.0965555019015925,18,SAO,1.0190204810164716
18-53,0.0100000532574454,"[ 2.98877225e+02  3.60721784e-01  1.89830642e-01 -7.56432960e-01
 -4.74921195e-01 -2.70528140e-02 -6.78782855e-02 -8.12442596e-01
  9.29051655e-02]",0.8148207746611837,0.2368572184379926,1.0696914487045608,18,ARS,1.0593659945899936
18-54,0.9089745537423388,"[ 2.99933438e+02  1.74610930e-01  3.61587648e-01 -1.04135742e+00
 -3.80164753e-01 -5.31393573e-02 -7.23111853e-02 -5.65430351e-01
  1.26549832e-03]",0.7672328053083253,0.2392029274784093,1.0672344468310788,18,BOB,1.0350909501279444
18-55,0.0099999999999999,"[ 3.00069217e+02  1.85917008e-01  3.34407479e-01 -6.50755052e-02
 -1.89557891e-01  5.23358598e-02  5.40495374e-01 -4.26046484e-01
 -5.14211618e-02]",0.8386601237002238,0.1953227155635698,1.0822878857317608,18,EIO,1.1063678651820086
18-56,0.9219191524410152,"[ 2.94974102e+02  4.60187473e-02  4.61554999e-01  1.36375300e+00
  2.57403744e-03  1.03942576e-02  1.72220599e+00 -1.50942249e-02
 -1.34472216e-02]",0.8678856179024214,0.1026681725822358,1.057603553585846,18,SIO,1.0131068266512036
18-57,0.9646825827596254,"[ 2.76576621e+02 -1.77472296e-02  6.97885656e-01  2.26366325e+00
  1.22671896e-01 -1.69786816e-02  2.10798964e+00  1.49808883e-01
  4.15761699e-02]",0.7281750946337798,0.1383456556088907,1.8237547727064949,18,SOO,1.3088875521991425
19-0,0.99,"[ 2.57422477e+02  1.49269608e+00 -9.34925302e-01 -1.06742521e+01
  1.50047236e+00  6.16580019e-02 -2.63893014e+00 -2.71516225e-01
 -8.57503881e-02]",0.4005887069365312,1.2139969062909566,1.2045852421953562,19,GIC,1.1704800178492623
19-1,0.9376548978783308,"[ 2.66612687e+02  8.02821249e-01  5.11926126e-01 -1.58595963e+01
  7.81307213e-01  6.83636842e-02 -1.84719732e+00  2.46834361e-03
  4.98913762e-01]",0.3707568985700311,1.70038719564136,1.1447441065999266,19,NWN,1.1719805774308263
19-2,0.8940463104485621,"[ 2.62322023e+02  7.15230963e-01  7.10816005e-01 -1.62776196e+01
 -1.45261631e-01 -1.91084356e-01 -5.10661149e+00 -7.99896552e-01
 -1.06184469e-01]",0.4342510690071586,1.5136747486917017,1.4587903256560173,19,NEN,1.3325146259444016
19-3,0.99,"[ 2.80762186e+02  9.28777306e-01 -3.33426487e-02 -1.22485207e+01
  5.09837680e-01 -2.04466375e-01 -1.10311756e+00  1.26999069e+00
  9.28217326e-02]",0.3145476875708198,1.28090778791546,1.0619260740230283,19,WNA,1.0885177840765965
19-4,0.99,"[ 2.84242451e+02  9.33936779e-01 -4.07016604e-02 -1.35550111e+01
 -7.38674275e-01 -9.46404717e-02 -9.14426985e-01  1.25879968e+00
 -1.18190290e-01]",0.2681498818221723,1.5115963644461186,1.0456401599089264,19,CNA,1.066900872657034
19-5,0.6413209825629959,"[ 2.85538529e+02  4.00736546e-01  3.97610031e-01 -9.23158548e+00
 -5.55828347e-01 -1.61539483e-01 -1.70235074e+00  2.66644294e-01
 -1.22534881e-02]",0.2149336172730756,0.9148421139379318,1.0457092777531565,19,ENA,1.1224008913467132
19-6,0.8726897100570915,"[ 2.93142957e+02  3.81209400e-01  3.76675296e-01 -6.01047044e+00
 -4.15732889e-01 -1.55622369e-02 -8.88688128e-01  5.55929947e-01
  6.50753268e-02]",0.435762802910373,0.5783403750410061,1.062773541697306,19,NCA,1.0334473547689376
19-7,0.8297330708621672,"[ 2.98480338e+02  1.99534905e-01  4.05746178e-01 -1.44762051e+00
 -3.73859078e-01  8.62437980e-03 -2.47266144e-01 -1.85761343e-01
 -5.05574040e-02]",0.7656326285985893,0.2521616460801066,1.070890260319168,19,SCA,1.0811031454439364
